Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Target
1,7,1,9003,1,1,128.7,1,4,17,4,5,180.8,0,0,0,1,0,1,20,0,0,6,9,4,16.21,0,0,6,6,6,11.47,0,10.0,1.9,0.64,Graduate
1,10,5,9853,1,12,178.0,1,27,13,12,7,189.4,1,0,0,0,0,0,28,0,0,6,9,3,11.17,0,0,6,8,2,11.85,0,6.3,2.5,-0.54,Dropout
1,6,3,9147,1,6,138.5,1,27,3,10,10,124.1,1,0,0,1,1,0,23,0,0,6,9,6,10.73,0,0,6,7,4,12.57,0,5.7,1.7,0.30,Enrolled
1,1,5,9254,1,5,189.8,1,17,5,8,3,132.1,1,0,0,1,1,0,22,0,0,6,8,0,0,0,0,6,8,1,11.26,0,6.4,1.5,1.52,Dropout
1,16,1,9254,1,12,127.8,1,13,26,2,7,170.3,0,0,1,1,0,0,19,0,0,6,8,3,11.84,0,0,6,8,0,0,0,9.3,1.8,-0.31,Dropout
1,9,6,9130,1,5,145.9,1,12,18,11,10,130.1,0,0,0,1,0,1,19,0,0,6,7,6,13.18,0,0,6,8,6,11.85,0,10.7,3.3,0.76,Graduate
1,12,2,9147,0,6,136.1,1,26,25,1,9,100.9,0,0,0,1,0,1,23,0,0,6,7,6,14.51,0,0,6,7,5,16.67,0,9.5,3.1,-1.20,Graduate
1,3,4,9003,1,3,168.9,1,4,29,2,3,177.0,1,0,0,1,1,1,18,0,0,6,8,4,16.18,0,0,6,9,6,13.69,0,10.5,2.2,-0.68,Graduate
1,10,3,171,1,2,118.1,1,10,23,9,9,171.1,1,0,0,1,1,0,21,0,0,6,7,5,14.38,0,0,6,7,6,12.77,0,11.3,1.7,2.22,Enrolled
1,15,1,9500,0,8,153.3,1,29,18,5,2,163.0,0,0,0,1,0,0,21,0,0,6,9,6,15.87,0,0,6,6,6,11.51,0,11.5,0.5,0.17,Graduate
2,2,2,33,1,4,169.2,1,29,4,12,4,168.1,0,0,0,1,1,0,22,0,0,6,7,6,11.44,0,0,6,7,5,15.97,0,11.1,0.5,-0.82,Graduate
1,7,4,9773,1,15,140.6,1,18,1,3,8,103.5,0,0,0,1,0,1,23,0,0,6,7,6,16.04,0,0,6,6,4,13.94,0,9.5,1.4,1.53,Enrolled
1,15,3,9147,1,13,103.8,1,14,26,3,2,156.0,1,0,0,1,0,0,18,0,0,6,6,6,12.13,0,0,6,9,5,11.77,0,6.8,2.6,1.44,Graduate
1,2,6,9556,1,10,140.2,1,10,28,4,11,103.4,0,0,0,1,0,0,19,0,0,6,6,4,12.94,0,0,6,9,4,10.1,0,7.9,2.1,-1.49,Graduate
1,15,1,33,1,3,148.2,1,28,17,11,3,162.0,1,0,0,1,1,0,22,0,0,6,6,6,15.06,0,0,6,8,6,11.45,0,5.3,1.2,2.14,Graduate
1,5,2,9130,1,5,100.4,1,26,26,10,1,185.6,1,0,0,1,0,0,21,0,0,6,7,5,10.33,0,0,6,9,6,12.97,0,4.7,2.0,-1.21,Graduate
1,8,4,9130,1,1,187.6,1,23,7,8,1,107.5,1,0,0,1,0,0,20,0,0,6,8,5,16.5,0,0,6,9,6,11.71,0,5.3,2.5,-0.72,Graduate
1,5,5,9556,1,10,182.2,1,26,12,12,10,134.3,0,0,0,1,0,0,20,0,0,6,6,6,15.95,0,0,6,9,4,16.11,0,8.9,3.0,-1.10,Graduate
2,7,5,9991,1,1,122.8,1,2,22,9,6,182.0,1,0,0,1,0,0,20,0,0,6,7,5,13.77,0,0,6,7,6,14.49,0,5.8,3.4,0.60,Enrolled
1,18,5,9119,1,7,180.0,1,1,7,7,11,167.6,1,0,0,1,0,0,18,0,0,6,9,4,14.67,0,0,6,9,5,11.66,0,5.7,1.0,1.77,Graduate
1,9,5,9119,1,8,126.1,1,23,22,3,7,177.0,0,0,0,1,1,0,20,0,0,6,6,4,10.55,0,0,6,8,5,12.46,0,10.9,2.6,1.77,Graduate
1,17,4,9670,1,9,127.0,1,10,4,6,6,181.1,1,0,1,1,0,0,23,0,0,6,9,5,14.9,0,0,6,6,6,16.04,0,11.2,3.2,-0.56,Graduate
1,9,5,9853,1,6,149.5,1,28,22,9,5,108.4,0,0,0,1,0,0,21,0,0,6,6,6,10.14,0,0,6,7,4,12.36,0,9.6,1.7,1.70,Graduate
1,12,5,9670,1,2,143.3,1,19,22,3,3,177.3,0,0,1,1,1,0,18,0,0,6,7,1,10.28,0,0,6,6,0,0,0,10.8,1.6,-0.51,Dropout
1,7,3,171,1,5,117.2,1,9,26,2,4,177.2,0,0,0,1,0,0,18,0,0,6,6,4,16.51,0,0,6,8,4,13.03,0,10.2,3.0,0.88,Enrolled
1,14,4,9070,0,15,114.9,1,28,29,10,12,189.7,1,0,0,1,0,1,19,0,0,6,9,5,12.19,0,0,6,8,4,11.69,0,6.6,2.0,-0.80,Graduate
1,4,3,9070,1,5,146.7,1,18,15,12,10,184.3,1,0,0,1,0,1,24,0,0,6,8,2,11.01,0,0,6,9,2,12.44,0,9.7,1.0,0.85,Dropout
2,2,6,9556,1,7,117.8,1,29,27,3,12,104.8,0,0,1,1,0,0,23,0,0,6,9,2,10.3,0,0,6,9,2,10.63,0,8.3,0.7,0.97,Dropout
1,17,3,9556,1,6,149.2,1,15,22,6,11,142.1,1,1,0,1,1,0,20,0,0,6,7,5,14.99,0,0,6,9,5,15.24,0,8.8,3.4,1.91,Enrolled
1,3,4,9500,1,11,130.3,1,26,19,7,9,128.3,1,0,0,1,0,0,21,0,0,6,7,6,10.51,0,0,6,9,6,14.08,0,7.9,1.1,2.22,Graduate
1,14,2,9130,1,11,128.0,1,15,10,3,4,109.7,1,0,0,1,1,1,21,0,0,6,8,5,16.42,0,0,6,8,5,11.55,0,7.8,0.8,0.29,Enrolled
1,1,6,171,1,13,111.0,1,25,15,10,3,106.0,1,0,0,1,1,0,19,0,0,6,8,4,16.24,0,0,6,9,5,11.91,0,11.0,0.6,-0.29,Enrolled
2,7,3,9147,1,2,131.4,1,23,8,8,9,113.8,0,0,0,0,1,0,25,0,0,6,6,3,10.01,0,0,6,6,2,11.22,0,10.2,2.2,-0.35,Dropout
1,15,1,9991,1,13,179.4,1,17,25,8,2,156.4,1,0,0,1,1,1,22,0,0,6,8,6,11.19,0,0,6,7,4,12.88,0,7.7,2.7,-1.57,Graduate
1,16,5,9085,1,14,161.6,1,14,1,2,3,139.9,1,0,1,1,0,0,20,0,0,6,8,4,15.99,0,0,6,8,4,13.3,0,8.0,1.2,0.32,Graduate
1,17,6,9130,1,4,148.9,1,16,1,9,10,154.2,1,1,0,1,1,0,23,0,0,6,6,6,14.39,0,0,6,6,5,10.49,0,9.4,2.6,0.47,Enrolled
1,6,6,9556,1,13,116.5,1,8,10,3,4,185.4,0,0,1,0,0,0,21,0,0,6,6,1,12.29,0,0,6,7,0,0,0,7.5,2.8,1.42,Dropout
2,17,2,9500,0,8,109.2,1,27,9,5,4,106.9,1,0,1,1,1,0,23,0,0,6,9,4,11.23,0,0,6,9,5,14,0,4.0,2.4,0.67,Graduate
1,11,3,9119,1,12,113.9,1,16,28,5,10,182.2,0,0,0,1,0,0,18,0,0,6,8,6,10.2,0,0,6,6,4,13.64,0,8.2,2.8,2.07,Graduate
1,4,4,9119,1,9,186.2,1,10,3,7,7,113.2,1,0,1,1,0,0,28,0,0,6,8,2,11,0,0,6,7,0,0,0,11.0,1.7,-0.51,Dropout
1,10,1,9254,1,8,109.2,1,3,16,7,7,144.2,1,0,0,1,1,0,21,0,0,6,8,4,10.41,0,0,6,6,6,14.44,0,6.8,2.4,0.91,Enrolled
1,1,1,9130,1,5,155.9,1,26,10,1,12,123.3,1,0,0,1,1,0,23,0,0,6,9,6,16.38,0,0,6,6,4,14.26,0,6.8,2.4,-0.21,Graduate
1,2,1,9147,1,11,107.9,1,14,2,10,8,181.8,0,0,1,1,1,0,18,0,0,6,8,5,12.14,0,0,6,8,4,10.04,0,6.8,3.4,1.93,Graduate
1,16,3,9556,0,5,143.6,1,16,15,10,6,128.9,0,0,0,1,0,0,22,0,0,6,8,5,16.12,0,0,6,8,4,10.71,0,11.3,2.8,0.16,Enrolled
2,5,4,9147,0,5,135.1,1,5,27,3,4,132.3,1,0,1,0,0,0,24,0,0,6,6,1,10.68,0,0,6,8,2,11.49,0,4.7,3.2,-0.02,Dropout
1,13,1,9238,0,12,117.7,1,23,10,8,7,105.1,0,0,0,1,0,1,19,0,0,6,7,2,12.17,0,0,6,6,0,0,0,4.2,1.0,0.66,Dropout
1,16,5,9003,1,11,131.0,1,16,5,3,5,141.9,1,0,0,1,0,1,19,0,0,6,7,4,14.97,0,0,6,9,6,11.61,0,5.7,1.7,0.53,Graduate
1,17,1,9853,1,5,145.8,1,29,2,10,5,132.9,1,0,0,1,0,0,21,0,0,6,6,6,13.26,0,0,6,8,4,12.93,0,10.7,3.4,0.05,Graduate
1,6,5,9773,1,8,134.4,1,26,23,11,7,156.7,1,0,0,1,0,0,19,0,0,6,7,6,12.72,0,0,6,8,5,16.63,0,10.1,1.6,-0.46,Enrolled
1,16,4,8014,1,6,163.0,1,17,21,7,12,117.2,1,0,1,0,1,0,18,0,0,6,9,3,11.07,0,0,6,9,2,10.2,0,11.4,1.9,1.24,Dropout
2,8,4,9130,1,13,142.1,1,18,18,11,2,164.3,0,0,0,1,0,0,20,0,0,6,8,5,12.44,0,0,6,9,6,13.9,0,11.0,1.3,2.07,Enrolled
1,11,5,9991,1,10,165.2,1,25,9,8,10,186.6,0,0,0,1,0,0,29,0,0,6,7,0,0,0,0,6,8,1,11.49,0,6.9,2.6,-1.05,Dropout
1,14,4,9147,1,14,156.2,1,3,27,2,2,160.3,0,0,1,1,1,0,19,0,0,6,9,3,10.71,0,0,6,6,2,10.77,0,6.5,1.2,-1.09,Dropout
1,11,4,9670,1,14,154.0,1,8,11,12,9,128.5,0,0,0,1,1,0,21,0,0,6,9,2,12.37,0,0,6,8,1,11.67,0,10.1,2.5,0.56,Dropout
1,18,3,9085,1,4,142.3,1,10,9,5,6,184.4,1,0,0,1,1,1,23,0,0,6,6,4,14.73,0,0,6,6,4,16.9,0,11.5,1.6,1.39,Graduate
1,16,5,9773,1,12,123.3,1,7,6,9,4,131.8,1,0,0,0,0,0,22,0,0,6,7,1,10.66,0,0,6,9,1,12.63,0,8.4,3.2,-0.67,Dropout
1,9,2,9991,1,2,144.6,1,26,18,7,2,134.7,0,0,1,1,1,0,24,0,0,6,6,2,11.85,0,0,6,9,0,0,0,6.7,2.7,0.57,Dropout
1,1,3,171,1,3,120.2,1,8,15,12,11,119.8,1,0,0,1,0,0,18,0,0,6,7,6,12.84,0,0,6,8,4,14.77,0,7.6,1.2,-0.03,Graduate
1,13,4,9556,1,5,147.7,1,9,12,10,7,102.0,1,0,0,1,1,0,18,0,0,6,7,4,11.78,0,0,6,6,4,10.57,0,11.5,2.5,-0.55,Graduate
1,9,1,9085,1,11,155.9,1,21,7,9,12,119.1,1,0,0,1,1,0,18,0,0,6,7,5,10.79,0,0,6,9,6,10.86,0,5.8,1.6,1.02,Graduate
2,16,3,9773,1,15,156.3,1,29,23,4,2,141.2,0,0,0,1,1,0,23,0,0,6,7,5,12.55,0,0,6,9,6,11.21,0,8.2,1.5,-0.11,Enrolled
1,7,2,9670,1,12,165.6,1,18,5,2,1,116.8,1,0,0,1,0,0,21,0,0,6,6,5,12.88,0,0,6,8,5,11.05,0,5.8,0.7,0.37,Graduate
2,13,3,9991,1,13,170.6,1,5,5,11,11,113.3,1,0,0,1,0,0,19,0,0,6,6,6,14.63,0,0,6,8,4,15.82,0,5.1,1.2,-0.36,Graduate
1,3,3,9147,1,2,143.6,1,28,10,11,4,122.6,0,0,0,1,1,0,21,0,0,6,7,5,10.69,0,0,6,9,4,10.06,0,4.7,2.6,-0.75,Graduate
1,2,3,8014,1,8,174.4,1,17,12,12,11,103.4,0,0,0,0,1,0,21,0,0,6,7,3,12.45,0,0,6,6,0,0,0,10.2,3.2,1.90,Dropout
1,12,6,9500,1,1,100.1,1,14,1,8,11,177.4,1,0,0,1,1,0,20,0,0,6,6,6,14.9,0,0,6,7,6,12.58,0,7.0,3.2,-0.75,Graduate
1,3,4,171,1,15,124.5,1,2,29,8,10,131.6,0,0,1,0,0,0,28,0,0,6,9,0,0,0,0,6,7,1,11.14,0,6.9,2.2,-0.29,Dropout
1,7,4,9556,1,14,125.8,1,17,14,7,4,109.2,1,0,1,1,0,0,20,0,0,6,7,3,10.38,0,0,6,7,1,11.31,0,6.8,3.2,0.39,Dropout
1,18,5,171,1,15,139.6,1,2,9,10,5,105.5,1,0,0,1,0,0,22,0,0,6,7,4,15.12,0,0,6,8,5,16.32,0,8.0,0.7,-0.69,Graduate
1,13,1,9991,1,11,131.4,1,23,26,5,9,127.9,1,0,0,1,0,0,22,0,0,6,9,5,13.88,0,0,6,6,4,12.32,0,7.3,1.2,1.81,Graduate
1,15,3,9085,1,1,118.5,1,19,19,6,6,127.4,0,0,0,1,0,0,18,0,0,6,9,4,14.87,0,0,6,7,5,10.24,0,11.6,3.3,1.92,Graduate
1,2,1,9147,1,15,177.9,1,7,17,6,7,122.0,0,0,0,1,1,0,21,0,0,6,7,5,15.79,0,0,6,9,6,14.02,0,6.0,1.6,-0.72,Graduate
1,4,6,9853,1,4,189.3,1,29,17,5,3,162.2,0,0,0,1,1,0,23,0,0,6,6,5,12.67,0,0,6,8,6,12.06,0,6.1,2.2,1.84,Graduate
1,17,3,9119,1,8,187.1,1,8,7,4,7,115.8,0,0,1,1,1,0,20,0,0,6,9,3,11.94,0,0,6,6,1,12.58,0,11.5,3.3,0.83,Dropout
1,12,6,9130,1,3,128.9,1,29,16,7,2,173.5,1,0,0,1,0,1,18,0,0,6,6,4,12.64,0,0,6,7,5,11.84,0,4.1,0.4,0.27,Enrolled
2,11,2,9003,1,12,153.8,1,1,2,1,2,185.7,0,0,0,1,0,0,18,0,0,6,7,3,11.7,0,0,6,9,2,12.97,0,4.1,3.0,0.22,Dropout
1,5,2,9147,1,7,188.2,1,6,6,8,9,176.8,0,0,0,1,0,1,23,0,0,6,6,4,16.93,0,0,6,9,5,13.99,0,3.9,0.9,1.47,Graduate
1,17,6,9500,1,15,184.3,1,3,17,10,12,172.1,0,0,0,1,1,0,19,0,0,6,7,6,14.19,0,0,6,7,6,15.04,0,3.8,2.1,2.27,Enrolled
1,18,4,9070,1,6,165.0,1,10,17,8,8,156.8,0,0,0,1,0,0,23,0,0,6,8,6,15.91,0,0,6,7,4,16.17,0,10.8,1.0,0.42,Graduate
1,14,1,9254,1,15,122.8,1,3,2,7,10,182.0,1,0,0,1,1,0,22,0,0,6,9,4,12.33,0,0,6,9,4,16.8,0,3.7,3.0,1.19,Graduate
1,3,2,33,1,14,120.1,1,21,10,10,3,166.2,1,0,0,1,1,0,20,0,0,6,7,6,11.06,0,0,6,6,6,11.43,0,3.8,1.1,-0.17,Graduate
1,17,5,9500,1,11,171.3,1,12,20,5,6,140.6,1,0,0,1,0,0,19,0,0,6,9,5,15.32,0,0,6,7,6,14.68,0,11.0,1.6,1.57,Graduate
1,9,1,9991,0,9,151.7,1,18,11,8,8,101.8,0,0,0,1,0,0,20,0,0,6,7,4,16.73,0,0,6,6,6,14.29,0,5.4,0.9,-0.54,Graduate
1,15,2,9773,1,14,120.4,1,23,7,10,5,123.0,0,0,0,1,0,0,22,0,0,6,6,6,11.3,0,0,6,9,5,10.24,0,5.6,1.5,-1.67,Graduate
1,2,6,9853,1,2,167.3,1,9,5,1,6,137.0,0,0,0,1,0,0,23,0,0,6,9,6,14.59,0,0,6,9,5,12.22,0,5.9,0.6,-1.53,Graduate
1,2,5,8014,1,11,180.5,1,20,10,5,6,135.6,0,0,0,1,1,0,20,0,0,6,7,6,12.08,0,0,6,6,4,14.87,0,9.4,2.0,1.05,Enrolled
2,13,1,9003,1,15,185.6,1,27,20,8,2,107.0,1,0,0,1,0,0,20,0,0,6,7,5,12.93,0,0,6,8,5,14.45,0,5.0,1.2,1.34,Graduate
1,14,3,9130,1,1,152.9,1,2,28,7,9,168.3,0,0,0,1,0,1,23,0,0,6,9,6,16.52,0,0,6,7,4,13.54,0,7.9,2.0,2.29,Graduate
1,17,5,8014,1,11,112.8,1,24,27,5,3,182.9,1,0,0,1,1,1,23,0,0,6,9,6,11.08,0,0,6,8,4,11.74,0,7.3,2.1,-1.51,Graduate
1,10,4,9085,1,8,175.2,1,28,20,1,12,183.7,1,0,0,1,1,1,18,0,0,6,9,6,14.66,0,0,6,9,5,14.86,0,3.8,3.0,-0.94,Graduate
1,14,2,9085,1,6,153.8,1,21,9,7,8,119.7,1,0,0,1,1,0,20,0,0,6,9,6,14.06,0,0,6,8,6,15.33,0,4.5,2.7,0.74,Graduate
1,16,5,8014,1,13,131.0,1,8,18,1,11,165.9,1,0,0,1,1,0,22,0,0,6,8,4,11.23,0,0,6,7,5,16.21,0,6.3,3.4,-1.12,Graduate
1,18,2,9147,1,4,156.7,1,24,13,6,6,140.5,0,0,0,1,0,0,20,0,0,6,9,4,15.52,0,0,6,6,5,16.75,0,10.4,2.0,1.48,Enrolled
1,16,3,171,1,5,106.6,1,23,25,3,8,154.0,0,0,0,1,1,0,22,0,0,6,6,5,11.51,0,0,6,7,4,12.99,0,7.5,3.1,1.39,Graduate
1,12,1,9853,1,4,160.6,1,3,11,2,5,166.3,1,0,1,0,1,0,24,0,0,6,7,0,0,0,0,6,9,2,10.43,0,7.8,0.8,-0.30,Dropout
1,8,4,9991,1,4,135.2,1,24,15,3,10,130.0,0,0,1,1,0,0,29,0,0,6,8,3,11.56,0,0,6,9,1,10.38,0,8.0,1.2,2.10,Dropout
1,4,4,9991,0,13,182.2,1,25,19,10,7,148.5,0,0,0,1,1,0,23,0,0,6,8,2,10.7,0,0,6,6,0,0,0,6.8,1.2,1.59,Dropout
1,8,2,9500,1,2,139.6,1,5,4,11,3,112.7,0,0,0,1,0,0,22,0,0,6,8,6,12.2,0,0,6,8,6,12.81,0,4.7,1.6,-0.27,Graduate
1,12,1,8014,1,7,133.4,1,16,15,8,12,134.4,1,0,0,1,0,0,22,0,0,6,8,4,14.6,0,0,6,7,6,11.43,0,5.5,1.7,1.30,Enrolled
1,16,2,9119,1,4,139.0,1,7,12,2,11,175.1,0,0,0,1,0,0,21,0,0,6,8,6,16.24,0,0,6,9,5,15.55,0,6.3,1.5,2.11,Graduate
1,17,1,9991,1,6,165.8,1,11,8,8,8,108.7,0,0,0,1,0,0,18,0,0,6,6,4,12.57,0,0,6,7,5,11.59,0,7.4,2.9,1.91,Graduate
2,17,6,9853,0,8,177.3,1,22,4,12,12,138.1,1,0,1,1,0,0,22,0,0,6,6,1,12.91,0,0,6,9,1,11.31,0,6.4,0.5,0.00,Dropout
1,17,5,9119,1,6,144.5,1,23,7,9,3,134.7,0,0,1,1,1,0,22,0,0,6,9,0,0,0,0,6,6,0,0,0,4.5,1.6,0.12,Dropout
1,12,2,9070,0,9,155.3,1,25,6,10,8,153.8,0,0,0,1,0,1,18,0,0,6,8,5,11.58,0,0,6,6,6,12.61,0,11.1,0.7,0.47,Graduate
1,9,1,9238,1,11,167.1,1,9,4,7,5,144.8,0,0,0,1,1,0,22,0,0,6,8,6,12.97,0,0,6,9,5,14.58,0,10.0,2.4,-1.31,Graduate
1,12,3,9254,1,1,169.8,1,15,18,3,1,173.7,1,0,0,1,0,0,19,0,0,6,6,4,12.81,0,0,6,7,6,17,0,10.4,0.8,-1.35,Enrolled
1,11,6,9119,1,9,127.0,1,14,22,3,8,181.4,1,0,0,1,0,1,23,0,0,6,7,4,10.09,0,0,6,6,6,14.27,0,9.1,1.2,-0.41,Graduate
1,11,3,33,1,6,178.2,1,3,13,3,5,137.3,1,0,0,1,0,0,20,0,0,6,6,4,16.87,0,0,6,8,6,13.92,0,6.2,0.6,-0.81,Graduate
1,5,5,9853,1,12,170.5,1,14,21,11,2,152.5,1,0,0,1,1,1,18,0,0,6,7,4,15.81,0,0,6,8,6,10.26,0,7.3,2.6,0.32,Graduate
1,13,3,171,1,8,130.3,1,14,20,9,9,107.8,0,0,0,1,0,0,20,0,0,6,8,5,15.43,0,0,6,7,5,10.52,0,9.1,2.3,-0.78,Graduate
1,9,3,9556,1,6,179.0,1,6,9,1,7,136.3,0,0,0,0,0,0,24,0,0,6,7,1,12.89,0,0,6,9,0,0,0,8.2,2.1,2.08,Dropout
1,18,3,9147,1,10,121.6,1,19,27,3,10,123.9,0,0,0,1,0,0,21,0,0,6,7,6,13.55,0,0,6,7,4,15.13,0,7.4,0.6,1.80,Graduate
1,9,1,33,1,8,136.6,1,11,28,12,7,130.0,0,1,0,1,1,1,19,0,0,6,8,4,16.27,0,0,6,8,6,13.46,0,10.5,0.6,1.68,Graduate
1,10,4,9003,1,12,109.3,1,21,1,3,9,180.5,1,0,1,0,0,0,25,0,0,6,9,0,0,0,0,6,9,2,10.39,0,10.9,3.3,-0.67,Dropout
1,16,3,9254,1,7,172.6,1,27,21,6,2,134.1,0,0,1,0,0,0,27,0,0,6,8,3,11.28,0,0,6,6,1,11.54,0,5.1,0.7,-1.20,Dropout
1,11,2,9085,1,4,179.5,1,7,6,10,11,179.8,1,0,0,1,1,1,21,0,0,6,6,6,16.88,0,0,6,9,4,15.81,0,6.2,0.6,1.97,Graduate
1,9,4,9085,1,2,109.4,1,27,1,6,2,127.4,0,0,1,1,1,0,28,0,0,6,8,1,12.68,0,0,6,6,2,11.71,0,8.2,3.3,-0.49,Dropout
1,2,3,9085,1,5,137.0,1,5,18,6,4,141.0,1,0,0,1,0,0,20,0,0,6,6,5,12.92,0,0,6,6,6,14.94,0,5.3,1.3,-1.31,Enrolled
1,1,3,9119,1,13,133.6,1,6,13,3,10,182.5,1,0,1,1,0,0,23,0,0,6,7,6,11.97,0,0,6,6,4,11,0,7.7,2.4,1.76,Graduate
1,2,5,9500,1,14,146.5,1,2,27,10,1,176.8,0,0,0,1,1,0,23,0,0,6,8,6,15.27,0,0,6,6,4,12.82,0,7.6,0.6,-1.19,Graduate
1,5,5,9147,1,5,180.1,1,10,28,2,8,121.2,1,0,1,0,0,0,19,0,0,6,9,1,12.5,0,0,6,9,0,0,0,4.2,2.0,-1.01,Dropout
1,14,1,9500,1,12,119.0,1,7,11,1,7,108.3,1,0,1,1,1,0,20,0,0,6,8,1,12.15,0,0,6,8,2,11.52,0,9.3,0.9,-1.30,Dropout
1,2,2,9147,0,3,153.9,1,27,29,7,4,151.1,1,0,0,1,0,0,21,0,0,6,7,4,11.46,0,0,6,7,4,15.06,0,7.9,3.1,1.82,Graduate
1,12,5,33,1,11,120.8,1,23,1,4,2,180.8,1,0,0,1,1,0,22,0,0,6,7,3,11.43,0,0,6,9,1,10.46,0,11.0,1.5,1.20,Dropout
1,12,5,9773,1,10,111.1,1,7,24,2,12,182.6,1,0,0,0,1,0,26,0,0,6,6,1,12.78,0,0,6,6,0,0,0,10.7,1.6,1.02,Dropout
1,10,6,9147,1,7,149.8,1,4,17,11,6,101.1,1,0,0,0,1,1,19,0,0,6,7,0,0,0,0,6,6,1,11.21,0,10.6,2.0,-0.08,Dropout
1,9,1,9238,1,9,164.5,1,8,16,6,5,117.2,0,0,0,1,1,0,20,0,0,6,7,5,11.82,0,0,6,8,4,10.63,0,5.3,2.2,0.37,Graduate
1,5,1,9238,1,12,153.4,1,29,13,5,12,163.8,0,0,0,1,0,1,18,0,0,6,9,4,12.7,0,0,6,8,6,16.61,0,8.9,1.8,0.02,Graduate
1,6,5,9853,1,11,154.6,1,26,8,8,11,181.5,0,0,1,0,0,0,20,0,0,6,8,2,12.11,0,0,6,8,0,0,0,11.0,1.2,2.02,Dropout
1,11,1,9238,1,3,172.1,1,24,5,3,4,126.0,0,0,0,0,0,0,19,0,0,6,9,0,0,0,0,6,9,1,10.44,0,7.3,1.3,-1.20,Dropout
1,14,4,9500,1,5,170.6,1,6,21,5,1,128.4,1,0,0,1,0,0,20,0,0,6,7,5,13.17,0,0,6,6,4,11.93,0,5.7,2.1,1.07,Graduate
1,13,1,9130,1,6,160.9,1,8,14,11,5,187.8,1,0,0,1,0,0,19,0,0,6,6,4,16.78,0,0,6,9,5,12.74,0,8.2,2.9,0.90,Enrolled
1,3,6,9130,1,12,117.6,1,11,9,9,1,127.0,1,0,0,1,1,1,19,0,0,6,9,4,16.66,0,0,6,7,4,15.45,0,7.2,2.9,-1.36,Enrolled
1,6,2,9670,0,9,118.2,1,9,11,9,1,187.4,1,0,0,1,0,0,20,0,0,6,9,6,15.91,0,0,6,6,4,15.34,0,5.6,2.5,0.53,Enrolled
1,12,4,9085,0,5,187.4,1,9,7,12,6,123.0,1,0,1,0,0,1,18,0,0,6,9,3,12.22,0,0,6,6,1,11.03,0,4.0,1.4,0.15,Dropout
1,6,6,9254,1,2,104.4,1,11,23,11,4,163.0,0,0,0,1,0,0,19,0,0,6,9,4,11.89,0,0,6,6,6,14.92,0,5.3,1.8,-1.06,Enrolled
1,3,6,33,1,14,150.2,1,10,7,2,1,181.3,1,0,0,1,0,1,23,0,0,6,8,5,11.68,0,0,6,6,5,10.39,0,11.1,1.0,0.78,Graduate
1,12,3,9773,1,8,182.4,1,10,24,5,11,109.3,1,0,0,1,1,1,21,0,0,6,6,6,10.49,0,0,6,8,6,14.94,0,6.0,1.7,0.32,Enrolled
1,11,5,9119,1,5,107.5,1,19,25,3,1,162.0,0,1,0,1,1,1,23,0,0,6,9,5,10.24,0,0,6,7,6,16.72,0,4.5,3.1,1.12,Enrolled
1,11,5,9670,1,8,139.6,1,17,2,11,4,102.8,1,0,0,1,0,0,23,0,0,6,6,4,10.16,0,0,6,6,5,13.78,0,10.8,1.0,0.71,Enrolled
1,3,2,9670,1,15,125.9,1,20,12,7,5,183.5,0,0,0,1,0,0,19,0,0,6,9,4,10.07,0,0,6,8,6,15.13,0,3.6,2.1,0.32,Graduate
1,10,2,9254,1,9,116.9,1,23,28,2,12,167.4,0,0,0,1,0,0,20,0,0,6,9,2,11.34,0,0,6,7,0,0,0,5.2,1.6,1.37,Dropout
1,4,1,8014,1,2,129.4,1,5,25,10,10,126.9,1,0,0,1,0,0,22,0,0,6,9,5,10.55,0,0,6,9,4,13.82,0,7.0,1.2,1.46,Graduate
1,3,6,171,1,2,103.6,1,20,23,1,12,124.8,1,0,0,1,1,1,23,0,0,6,9,4,16.29,0,0,6,9,6,15.38,0,9.8,0.9,-1.29,Graduate
2,17,5,9500,0,11,187.8,1,8,28,2,10,135.3,0,0,0,1,1,0,18,0,0,6,7,6,15.82,0,0,6,9,4,15.08,0,7.9,3.2,-1.09,Enrolled
1,6,1,9991,1,3,149.8,1,14,19,4,2,127.3,1,0,0,1,0,0,21,0,0,6,7,4,15,0,0,6,6,6,14.98,0,8.9,0.6,-1.19,Graduate
1,14,2,9500,1,12,187.2,1,6,3,5,8,165.6,1,0,1,1,1,0,18,0,0,6,6,1,11.48,0,0,6,9,0,0,0,6.3,1.9,1.55,Dropout
