marital_status,application_mode,course,tuition_fees_up_to_date,scholarship_holder,debtor,age_at_enrollment,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_2nd_sem_approved,curricular_units_2nd_sem_grade,admission_grade,unemployment_rate,inflation_rate,gdp,target_binary,target_multiclass,target_raw
1,11,9130,1,1,0,19,5,12.57,5,15.93,142.5,4.4,1.8,2.26,0,2,Graduate
1,7,171,1,0,1,25,0,0,0,0,129.6,6.5,2.3,-0.87,1,0,Dropout
1,6,9070,1,0,0,22,4,16.05,5,16.48,118.1,6.4,3.4,-0.82,0,2,Graduate
1,6,171,1,1,0,19,6,16.24,5,16.44,159.8,6,1.9,-0.53,0,2,Graduate
2,2,9991,1,0,0,19,4,13.51,4,13.83,138.7,9.4,3.1,2.2,0,2,Graduate
1,1,9853,1,1,1,21,5,13.24,6,11.19,123.2,9.9,0.5,-0.98,0,2,Graduate
1,11,9556,1,0,0,29,1,11.2,0,0,140.7,5.5,2.6,0.39,1,0,Dropout
1,17,33,1,0,0,22,4,11,4,14.95,139.5,6.6,2.8,-0.33,0,1,Enrolled
1,10,171,1,0,0,21,6,12.05,4,16.8,132.4,10.7,3.2,0.81,0,1,Enrolled
2,2,9254,1,0,0,18,6,16.41,6,12.17,159.3,10.9,3,-0.7,0,2,Graduate
1,14,171,0,0,0,29,1,12.32,0,0,153.6,6.6,2.9,0.82,1,0,Dropout
1,4,9147,1,0,0,19,6,16.52,6,14.95,130.2,9.7,2.1,-0.24,0,2,Graduate
1,9,9500,1,0,0,20,6,15.88,6,10.79,143.7,10.7,3.2,-0.18,0,2,Graduate
1,3,9147,1,1,0,22,4,10.33,6,13.87,183.2,9.8,1.6,-0.39,0,2,Graduate
1,5,8014,1,0,0,21,4,12.33,5,15.74,150.1,4.8,2.4,2.24,0,2,Graduate
1,2,9085,1,0,1,23,5,11.59,6,13.77,110.7,4.6,0.8,-1.22,0,1,Enrolled
1,5,9147,1,0,0,23,6,15.31,4,11.34,177.8,7.7,0.6,1.29,0,1,Enrolled
1,8,9119,0,0,0,19,2,10.03,0,0,115.2,6.5,1.6,0.75,1,0,Dropout
1,14,9238,1,0,0,23,5,16.03,5,16.31,108.5,9.3,1.8,0.97,0,2,Graduate
1,13,9556,1,1,0,23,5,12.08,6,15.54,118.1,4.4,0.4,-0.37,0,2,Graduate
1,7,9119,1,1,0,24,3,10.63,2,11.19,157.3,6.6,2.2,-1.48,1,0,Dropout
1,2,9085,1,0,0,19,4,13.16,4,11.16,159.5,9.2,1.1,1.29,0,2,Graduate
1,16,9147,1,0,0,22,4,10.02,6,13.09,144.3,4.5,1.9,-1.07,0,2,Graduate
1,17,9003,0,0,1,20,3,10.55,1,12.4,180.1,5.6,1.6,1.91,1,0,Dropout
1,13,9556,0,0,0,24,0,0,0,0,106.3,7.7,2.7,1.7,1,0,Dropout
1,3,8014,1,0,1,20,6,10.85,4,12.5,113.1,7.2,1.4,-0.32,0,2,Graduate
1,4,9238,1,0,0,19,4,14.13,6,16.34,182.8,11.2,1.6,-0.76,0,2,Graduate
1,2,9003,0,0,1,26,1,11.94,2,11.94,143.2,4.7,1.3,-0.7,1,0,Dropout
1,10,9003,1,0,0,23,4,14.68,5,13.65,108.9,8.4,2.7,1.58,0,2,Graduate
2,1,9670,0,0,0,24,1,10.67,1,12.39,124,9.8,3,2.17,1,0,Dropout
1,15,9254,1,0,0,21,3,11.7,0,0,133.2,9.7,2.9,-0.14,1,0,Dropout
1,11,9147,1,0,1,23,0,0,0,0,163.7,5,3.2,0.63,1,0,Dropout
1,12,9556,1,0,0,19,6,11.08,5,11.94,168.4,4.8,1.9,-0.51,0,2,Graduate
2,7,9991,0,0,1,27,3,12.87,2,11.94,121,10.6,2.3,-1.31,1,0,Dropout
1,18,9773,1,1,0,22,5,12.56,5,14.95,102.5,8.6,2.8,0.53,0,1,Enrolled
1,9,9070,1,0,1,26,0,0,0,0,133.2,9.4,2.4,-0.17,1,0,Dropout
1,11,9773,1,0,0,19,6,10.97,5,16.67,160.9,9,2.4,-1.61,0,2,Graduate
1,16,9003,1,0,0,18,5,14.51,6,15.18,135.1,7.8,1.1,-1.26,0,2,Graduate
1,14,9130,1,1,0,21,4,10.04,4,15.6,162.2,7.9,0.5,2.01,0,2,Graduate
1,12,9500,1,0,1,19,2,11.48,0,0,127.6,5.8,3.3,1.86,1,0,Dropout
1,8,9500,1,0,0,23,6,14.83,5,16.14,129.7,7.1,2.4,-1.09,0,2,Graduate
1,4,9254,1,0,0,20,6,15.45,6,12.91,112.4,3.9,1.1,-1.52,0,1,Enrolled
1,16,9254,1,0,1,25,0,0,2,10.19,180.1,10.7,2,1.3,1,0,Dropout
1,11,9003,1,1,1,28,0,0,1,10.9,178.6,4,2.8,-0.29,1,0,Dropout
1,8,9147,1,0,0,21,5,10.23,6,14.46,142.1,6.5,2.9,0.43,0,2,Graduate
1,11,9556,1,0,0,23,5,15.49,6,10.7,155.7,6.9,0.7,0.4,0,2,Graduate
1,13,9853,1,0,0,23,4,11.51,5,12.3,150.3,7.5,0.6,1.67,0,2,Graduate
1,8,9853,1,1,0,19,6,12.84,4,13.91,112.2,7.6,0.7,-0.47,0,2,Graduate
1,14,9070,1,0,1,28,0,0,1,10.08,182.6,6,2.5,0.25,1,0,Dropout
1,1,9070,1,0,0,23,5,15.81,5,10.27,138.6,8.1,3.2,-0.7,0,2,Graduate
1,8,9119,1,0,1,22,5,16.92,6,13.87,145,9.8,0.7,0.68,0,2,Graduate
2,10,9991,1,0,0,20,3,10.79,1,10.42,166.7,6.5,1.5,1.82,1,0,Dropout
1,8,9003,1,0,0,21,5,16.35,6,16,157.1,5.8,1.4,1.5,0,2,Graduate
2,1,9085,1,0,0,20,4,12.54,5,14.47,128.1,8.1,2.3,1.62,0,2,Graduate
1,5,9254,1,0,0,22,4,13.61,4,13.5,116.6,3.6,0.4,0.4,0,2,Graduate
2,2,9254,1,0,0,23,5,12.61,6,12.7,175.5,3.7,2.1,2.02,0,2,Graduate
2,9,9500,1,0,0,23,5,14.26,6,14.97,130.5,10.3,1.7,1.64,0,2,Graduate
1,6,9991,1,0,0,20,6,15.7,6,16.39,127.4,9.2,1.1,0.44,0,1,Enrolled
1,16,9853,1,0,1,24,0,0,0,0,136.2,9.2,1.6,1.53,1,0,Dropout
1,3,9991,1,0,0,21,5,14.29,4,15.8,173,6.7,0.7,0.54,0,1,Enrolled
1,6,9003,1,0,0,19,6,12.52,5,14.41,116.3,10.3,2.3,-0.75,0,1,Enrolled
1,11,33,1,0,1,24,2,10.96,1,10.52,143.9,11.2,1.4,0.23,1,0,Dropout
1,3,9003,1,0,0,20,4,16.91,6,11.93,151.5,5.3,2,2.08,0,2,Graduate
1,10,9085,1,0,0,18,5,13.78,5,12.02,156.5,5.4,1.1,2.08,0,1,Enrolled
1,13,9070,1,0,0,22,6,11.07,4,12.33,119.1,7.2,3.1,1.14,0,2,Graduate
1,11,9119,1,0,0,19,5,11.43,4,14.61,110.1,7.6,2.7,1.77,0,2,Graduate
1,17,9500,1,0,1,18,3,11.05,2,12.14,111.2,7.5,3.1,0.41,1,0,Dropout
1,8,8014,1,0,0,22,4,10.75,4,16.63,126.2,10.8,1,-1.35,0,1,Enrolled
2,7,9130,1,0,0,20,4,13.35,6,13.43,144,4.8,1.4,-0.57,0,1,Enrolled
1,4,9254,1,1,0,21,6,13.96,4,16.46,164.1,9.3,1.8,1.74,0,2,Graduate
1,8,9500,1,0,0,22,4,10.11,4,15.88,189,5.9,0.7,-0.92,0,2,Graduate
1,3,9119,1,0,0,20,4,15.32,5,11.77,173.5,10.7,1.4,0.03,0,2,Graduate
1,9,9500,1,0,1,18,6,16.3,6,13.72,175.7,4.7,1.8,1.97,0,2,Graduate
2,17,9254,1,0,1,18,5,10.13,4,14.12,132.6,4.6,0.9,-0.52,0,1,Enrolled
2,17,171,1,1,0,20,5,14.58,6,15.36,166.7,9.8,0.4,-0.01,0,2,Graduate
1,2,9556,1,0,0,21,6,16.58,4,16.83,143.6,7.6,3.1,2.3,0,1,Enrolled
1,16,9500,1,0,0,21,6,10.84,5,16.11,183.5,9.1,0.9,0.37,0,2,Graduate
1,13,9070,1,1,0,18,6,11.93,4,11.84,152.8,9.3,2.4,-0.06,0,2,Graduate
1,5,9500,1,1,1,23,6,13.8,6,12.31,180.6,6.9,2.4,-1.45,0,1,Enrolled
1,11,9500,1,0,0,18,5,14.58,6,10.97,132,7.6,3.4,1.44,0,2,Graduate
1,3,9147,1,0,0,20,6,12.24,4,13.99,162.8,10.1,2.2,-0.62,0,1,Enrolled
1,1,9670,1,0,0,23,4,15.51,6,16.82,108.5,10.2,1.7,0.66,0,2,Graduate
1,9,9085,0,0,1,27,1,10.25,0,0,172.9,8.7,0.7,1.3,1,0,Dropout
1,16,9500,1,0,1,18,3,11.74,0,0,160.3,9.8,0.8,1.72,1,0,Dropout
1,18,171,1,1,0,19,6,15.09,4,11.13,171,6.5,2.8,-0.89,0,1,Enrolled
1,16,9130,1,0,0,20,6,12.17,4,12.23,146.3,7,1.9,0.05,0,1,Enrolled
1,12,9500,1,1,0,22,5,12.12,4,13.89,151.9,9.5,0.9,0.15,0,2,Graduate
1,5,9147,1,0,0,22,6,15.58,5,15.03,150.6,6,2.6,0.24,0,1,Enrolled
1,4,9773,0,0,0,28,1,12.08,1,10.92,117.7,7,3,0.41,1,0,Dropout
1,3,171,1,0,1,21,5,11.9,6,14.34,138.4,4.8,1,1.57,0,2,Graduate
1,6,9254,1,0,0,21,1,12.83,0,0,166.9,6.1,2.7,-0.17,1,0,Dropout
2,16,9147,1,0,1,18,0,0,2,12.39,154.1,11.1,0.9,0.03,1,0,Dropout
1,2,9500,1,0,1,19,3,10.21,0,0,176.6,6.7,1.5,-1.48,1,0,Dropout
1,8,9853,1,1,0,18,5,12.18,6,11.36,156.1,5.8,2.7,0.52,0,2,Graduate
1,3,9853,1,1,0,21,5,14.59,6,12.95,107,4.7,3.2,2.18,0,1,Enrolled
1,10,171,1,0,1,21,1,10.55,0,0,167.3,4.1,3.3,-0.4,1,0,Dropout
1,6,9119,1,0,0,21,4,17,6,13.09,165,4.6,3.1,-0.89,0,2,Graduate
1,5,9254,1,0,0,22,6,13.92,6,12.43,110.1,9.6,2,-0.96,0,1,Enrolled
1,8,9147,1,0,0,22,6,15.36,4,10.54,137.1,9.5,0.8,1.46,0,2,Graduate
1,14,8014,1,0,0,22,4,15.33,4,16.18,172.4,9.3,2.3,1.02,0,2,Graduate
1,8,9254,1,1,0,22,6,12.73,4,15.31,164.5,9,2.2,-1.57,0,2,Graduate
1,12,9147,1,0,0,21,5,14.51,6,12.61,159.2,4.5,1.3,1.13,0,2,Graduate
1,10,8014,1,1,0,18,5,12.29,5,11.99,123.7,8.4,1.9,0,0,2,Graduate
1,14,9254,1,1,0,18,5,12.08,4,11.64,172.7,5,1.1,-0.86,0,1,Enrolled
1,17,8014,1,1,0,21,6,13.49,5,14.89,112.7,5.8,2.9,0.15,0,1,Enrolled
1,15,9991,1,0,0,20,6,10.86,4,15.52,144.9,8.3,2.6,-0.5,0,2,Graduate
1,17,9003,1,0,0,18,4,11.45,5,14.53,104.1,5.8,3.1,-0.11,0,2,Graduate
1,12,9130,1,0,0,22,6,14.39,4,14.23,135.4,6,2.5,0.92,0,2,Graduate
1,12,9556,0,0,1,18,0,0,0,0,180.4,10.3,1.9,0.52,1,0,Dropout
1,16,9130,1,0,1,27,2,11.71,2,10.3,130,5.8,2,2.15,1,0,Dropout
1,14,9130,1,0,1,27,0,0,1,10.48,153.8,7.2,1.6,1.73,1,0,Dropout
1,14,9254,1,0,0,19,4,14.69,5,10.8,138.8,7.8,1.9,1.35,0,2,Graduate
1,14,9853,0,0,1,21,0,0,0,0,137.2,10.5,1.9,-0.64,1,0,Dropout
1,13,9773,0,0,0,18,1,11.23,2,11.74,170.4,9.3,1.7,0.86,1,0,Dropout
2,18,9085,1,0,0,23,4,16.44,6,11.81,142.6,4.1,2.1,-1.59,0,1,Enrolled
1,16,9556,1,0,0,21,5,10.49,4,16.82,100.1,5.7,2.8,1.57,0,2,Graduate
1,16,9991,1,1,0,19,6,10.27,5,16.39,126.2,8.5,0.4,-0.68,0,2,Graduate
1,16,9670,1,0,0,21,4,11.19,5,16.34,159.9,7.7,0.5,0.89,0,1,Enrolled
1,9,9670,1,1,0,19,4,14.39,4,10.16,141.9,7.5,1.5,-0.86,0,2,Graduate
1,16,9500,1,0,0,20,6,10.58,5,12.97,159.5,11,2.5,-1.51,0,1,Enrolled
1,17,9238,1,0,1,18,4,13.87,5,16.88,122.3,11.5,2.6,2.05,0,2,Graduate
1,4,9991,0,0,0,19,3,11.17,0,0,148.3,4.7,2.5,-1.7,1,0,Dropout
1,12,9991,1,0,0,19,6,16.91,6,15.93,169.5,5.9,1,-0.04,0,2,Graduate
1,16,9238,1,0,0,28,3,12.96,1,12.21,101.1,8.8,2.3,-0.39,1,0,Dropout
2,9,9556,1,0,0,20,5,10.37,6,10.3,167.6,4.6,3.3,0.14,0,2,Graduate
1,1,9254,1,0,0,19,1,10.47,0,0,143.9,8.7,1.2,-0.93,1,0,Dropout
1,7,9991,1,0,1,22,2,11.1,1,11.32,174.3,4.1,1.9,1.3,1,0,Dropout
1,10,33,1,0,0,20,5,14.06,5,14.71,183.2,6.5,0.9,-0.93,0,2,Graduate
1,5,9773,1,1,1,27,3,12.87,2,12.99,183.8,10.8,3.2,1.96,1,0,Dropout
1,4,9773,1,0,0,18,4,15.25,6,14.47,159.1,4,1.1,1.1,0,1,Enrolled
1,17,9991,0,0,1,22,3,12.69,0,0,141.4,7,1.3,0.4,1,0,Dropout
1,8,33,0,0,0,18,3,12.67,2,10.03,161.4,7.7,1.6,0.88,1,0,Dropout
1,18,8014,1,0,0,20,6,11.53,4,12.93,120.7,4.3,2.4,-0.93,0,2,Graduate
1,10,8014,0,0,1,18,3,10.72,1,10.62,184.1,9.2,3.3,0.68,1,0,Dropout
1,16,9500,1,0,0,23,1,11.46,1,10.21,122,3.9,1.4,0.29,1,0,Dropout
2,5,9070,1,0,0,19,5,10.95,5,13.58,161.8,3.8,1.5,-0.4,0,1,Enrolled
1,5,9238,1,1,0,20,4,16.65,6,13.98,179.8,6.7,2.1,-1.56,0,1,Enrolled
1,15,9147,1,0,1,20,1,10.46,0,0,120.1,4,0.9,-0.24,1,0,Dropout
1,14,9670,1,0,0,19,5,12.93,5,15.66,105.8,5.6,2.5,-0.42,0,1,Enrolled
1,12,9773,1,0,1,20,3,11.84,2,11.06,121.4,5.2,1.9,-0.48,1,0,Dropout
2,4,9070,1,0,1,29,0,0,0,0,120.4,6.6,0.5,0.81,1,0,Dropout
1,15,9119,1,0,0,22,4,12.95,5,12.05,174.1,3.9,0.6,0.6,0,2,Graduate
1,9,9147,1,0,0,20,5,15.61,5,10.42,102.4,7.6,2.4,-0.27,0,2,Graduate
1,10,9500,1,0,0,19,4,12.51,5,16.27,151.5,5.3,3,0.55,0,2,Graduate
1,7,9254,1,1,0,19,4,14.93,4,14.34,189.1,5.3,3,-1.65,0,2,Graduate
1,18,33,1,0,0,20,5,11.4,4,14.39,141.5,7.7,1,1.73,0,2,Graduate
1,7,9147,1,0,0,23,3,11.99,0,0,163.4,4.9,2.1,-1.19,1,0,Dropout
1,5,9670,1,0,0,21,4,11.62,6,10.21,124.3,8,1,0.12,0,2,Graduate
1,16,9853,1,0,0,21,5,14.9,5,15.34,186,10.6,0.8,-0.51,0,2,Graduate
1,16,9003,1,0,0,20,4,12.19,4,11.41,111.4,10.2,1.1,2.14,0,1,Enrolled
1,13,9773,1,1,0,23,5,13.28,4,13.14,184.8,9.2,2.9,-1.69,0,1,Enrolled
1,12,171,1,0,1,20,4,14.07,6,11.79,129.6,4.7,0.6,-0.44,0,2,Graduate
2,11,171,0,0,1,26,0,0,1,10.33,131.3,8.2,3,-0.61,1,0,Dropout
2,8,9085,1,1,0,18,4,12.55,5,14.01,103.7,3.6,2,-0.91,0,1,Enrolled
1,15,9238,1,1,0,23,6,14.15,4,11.03,145,8.9,2.9,1.21,0,2,Graduate
1,17,9238,1,0,0,21,6,10.84,6,15.11,165.2,10.2,1.8,0.86,0,1,Enrolled
1,18,9254,1,0,1,24,2,10.2,2,10.56,150.6,8.7,1.1,1.63,1,0,Dropout
1,8,9147,1,0,0,21,6,11.87,4,14.23,128.7,11.5,2.9,-1.42,0,1,Enrolled
1,6,9238,1,1,0,18,4,12.48,5,14.64,135.1,9.2,1.4,-1.17,0,2,Graduate
1,6,9119,1,1,1,23,6,11.18,4,15.99,183,4.9,3.3,0.71,0,1,Enrolled
1,13,9085,0,0,1,18,0,0,1,12.6,177.5,10.9,0.5,1.9,1,0,Dropout
1,4,9853,1,0,0,22,4,16.04,5,15.74,169,9.1,3.3,0.38,0,2,Graduate
2,17,9085,1,0,1,23,4,15.74,5,10.82,130,11.4,2.6,-0.56,0,2,Graduate
1,16,171,1,0,1,29,3,11.9,1,12.48,162.3,4.9,0.6,0.75,1,0,Dropout
1,18,9003,1,0,1,26,0,0,2,10.84,187.6,9.3,1.7,0.64,1,0,Dropout
1,11,9556,1,0,0,18,6,12.71,6,11.65,129.7,8,2.5,-0.55,0,2,Graduate
1,15,9670,1,0,0,18,6,11.43,4,15.37,153,10.4,3,0.16,0,1,Enrolled
1,18,9853,1,0,0,22,4,11.81,4,10.46,141.8,3.7,2.6,-1.46,0,1,Enrolled
1,7,9254,1,0,0,23,6,12.03,5,13.43,152.9,4.3,0.6,-0.7,0,2,Graduate
1,4,9003,1,1,0,22,5,11.55,4,13.84,126.9,7.2,1.8,-1.14,0,2,Graduate
2,9,9070,1,0,0,18,4,13.8,4,14.3,184.8,8,2.8,2,0,2,Graduate
1,8,9556,1,1,0,22,4,15.89,4,15.84,138.6,8,0.6,1.72,0,2,Graduate
1,7,9085,1,0,0,22,4,11.04,4,11.67,133.2,8.6,1.1,0.79,0,2,Graduate
1,4,9070,1,0,0,22,4,10.95,5,10.93,133.3,5.7,1.4,0.72,0,2,Graduate
1,3,9773,1,0,0,19,4,10.41,6,16.19,164.6,10.4,3.2,1.68,0,2,Graduate
1,11,9003,1,0,1,20,3,12.05,2,10.8,173.2,10.7,1.1,-0.06,1,0,Dropout
1,16,9254,1,0,0,21,4,16.13,5,16.57,117.5,5.1,3.1,-0.52,0,2,Graduate
1,1,33,1,0,0,21,6,12.87,6,14.92,157.6,10.7,0.9,0.68,0,2,Graduate
1,6,9773,0,0,0,26,0,0,2,10.38,175.5,11,1.7,0.32,1,0,Dropout
1,12,9500,1,1,0,19,6,14.55,4,10.85,148.7,6.3,1.8,0.26,0,1,Enrolled
1,18,8014,1,0,0,22,6,10.78,6,10.8,161.6,4,1.3,1.24,0,2,Graduate
1,15,9991,1,0,0,23,5,14.7,4,10.76,137,9.2,1.3,1.9,0,2,Graduate
1,4,9070,1,0,0,22,4,13.66,4,15.42,164.9,9.6,1.4,-1.69,0,2,Graduate
1,11,9670,1,1,0,19,5,12.62,5,16.71,101.5,9.9,1.2,2.26,0,1,Enrolled
1,7,9070,1,0,0,23,4,13.02,4,13.11,140,8.9,1.9,0.19,0,1,Enrolled
1,9,9773,1,1,1,27,0,0,2,12.75,180.5,8.6,2.6,0.76,1,0,Dropout
1,2,9003,0,0,1,28,0,0,1,11.37,136,8.5,1.1,1.13,1,0,Dropout
1,7,33,1,0,1,22,6,12.18,4,13.12,172,10.2,2.7,0.02,0,2,Graduate
2,8,9500,1,0,1,28,0,0,2,10.56,170.9,8.5,1.5,1.85,1,0,Dropout
1,16,9853,1,1,0,20,5,16.24,4,14.69,143.1,7.8,1.6,0.29,0,2,Graduate
1,7,9238,1,1,0,21,5,11.35,5,11.53,139.4,5.5,1.2,2.11,0,2,Graduate
1,16,9500,0,0,1,27,2,12.5,1,12.77,122.4,9,1,0.35,1,0,Dropout
1,16,9556,1,0,0,20,4,16.75,5,14.39,176,10.1,0.9,0.91,0,2,Graduate
1,6,9147,1,0,0,20,6,11.38,6,11.14,142.3,5.8,2.7,1.39,0,2,Graduate
1,8,9147,1,1,0,20,4,14.85,6,13.39,113.5,11.3,1.3,0.46,0,2,Graduate
1,4,9085,1,0,0,19,6,15.77,5,14.2,162.3,9.2,1.8,1.83,0,2,Graduate
1,6,171,1,0,0,22,5,14.86,5,12.93,148.2,9.7,1.6,-0.85,0,1,Enrolled
1,8,171,1,0,0,22,5,10.61,4,13.35,151.1,10.5,2.9,0.46,0,2,Graduate
1,10,33,1,0,0,23,5,10.36,4,10.6,178.9,8.9,1.8,0.45,0,2,Graduate
2,3,9556,1,1,0,19,4,11.23,5,16.68,174.7,8,1.5,-1.5,0,2,Graduate
1,1,9670,0,0,0,25,2,10.5,2,11.75,179.7,7.4,3.2,-0.02,1,0,Dropout
1,2,8014,0,0,0,29,1,10.79,2,11.99,180.1,7.2,0.9,0.51,1,0,Dropout
1,6,8014,1,0,0,21,5,14.79,4,16.02,156.4,4.7,1.3,0.51,0,1,Enrolled
1,5,9853,1,0,0,25,3,12.39,2,10.08,143.9,7,2.8,-1.17,1,0,Dropout
1,15,8014,1,0,1,27,1,11.3,2,10.63,140,5,0.7,0.44,1,0,Dropout
1,2,33,0,0,1,24,2,12.37,0,0,101.8,7.4,3.1,-0.62,1,0,Dropout
1,5,9070,1,0,0,18,5,11.47,6,14.15,106.2,11.4,1.3,1.12,0,2,Graduate
1,2,9085,1,0,1,21,0,0,1,10.9,124.2,10.4,1.8,-0.27,1,0,Dropout
1,6,33,1,0,1,18,4,15.54,5,15.52,179.9,11,1,-1.63,0,2,Graduate
1,17,9773,1,0,0,19,5,13.76,6,10.05,112.2,8.9,0.7,-0.79,0,1,Enrolled
1,14,171,1,0,0,23,6,15.15,5,12.56,126.7,5.2,2.6,-0.29,0,1,Enrolled
1,12,8014,1,1,0,22,6,11.7,5,13.6,159,9.3,2.8,-0.73,0,1,Enrolled
1,4,9670,1,0,0,25,2,12.3,0,0,111.2,7.1,3.2,-0.19,1,0,Dropout
1,7,8014,1,0,0,20,3,10.53,0,0,106.5,5.8,2.4,2.21,1,0,Dropout
1,16,9070,1,0,0,19,4,12.74,6,14.94,121.8,5.1,1.4,0.47,0,2,Graduate
1,11,9130,1,1,0,21,6,13.45,6,15.74,163.4,9.6,2.8,-1.68,0,2,Graduate
1,18,9085,1,0,0,19,5,14.11,6,12.92,174.1,11.4,1.9,0.74,0,2,Graduate
1,2,9670,0,0,0,21,1,10.68,1,12.34,115.8,9.7,2.7,1.05,1,0,Dropout
1,12,9853,0,0,1,28,3,10.59,0,0,131.6,5.1,2.1,-0.33,1,0,Dropout
1,5,9853,1,1,1,27,2,11.42,0,0,162.3,10.3,0.8,2.14,1,0,Dropout
1,7,9238,0,0,1,28,0,0,1,12.21,160.7,3.8,1.9,1.88,1,0,Dropout
1,9,9773,1,0,0,19,5,16.51,5,14.1,136.4,11,2.4,-1.27,0,2,Graduate
1,8,9991,1,0,0,19,4,12.38,5,14.82,142.5,9.8,2.9,-0.38,0,2,Graduate
1,14,9773,1,0,0,21,6,14.11,6,10.34,143.3,5.7,1.6,0.16,0,2,Graduate
1,13,9773,1,1,0,22,6,13.38,4,12.12,176.4,8.6,2.8,0.83,0,1,Enrolled
1,1,9085,0,0,1,29,1,10.38,2,11.85,102.6,6.6,1.9,-0.54,1,0,Dropout
1,8,9670,1,1,0,20,6,12.6,6,16.86,132.1,6.1,0.9,-0.35,0,2,Graduate
1,18,9003,1,1,0,19,6,12,5,13.08,139.8,6.6,1.2,-1.02,0,2,Graduate
1,12,9254,1,0,0,21,2,12.89,2,10.01,160.7,4.5,0.6,-1.65,1,0,Dropout
1,2,8014,1,0,0,23,4,12.34,4,16.32,111.8,8.7,2.6,0.02,0,2,Graduate
1,14,9003,1,0,0,21,6,11.56,5,10.19,126.2,8,2.7,-0.84,0,2,Graduate
1,15,9119,1,0,0,23,4,12.76,6,16.58,186.8,6.5,3.2,1.56,0,2,Graduate
1,2,9670,0,0,1,20,3,11,0,0,134.3,11.3,1.4,-1.17,1,0,Dropout
1,13,9070,1,0,0,23,6,12.76,4,14.43,102.3,7.4,2.7,-1.11,0,2,Graduate
1,8,9254,1,0,0,22,5,14.33,4,13.09,164,8.9,1.1,-0.09,0,1,Enrolled
1,4,9853,1,0,0,21,6,11.64,6,12.65,141,5.1,2.6,-0.94,0,2,Graduate
1,6,9670,1,0,0,20,4,14.2,4,12.54,125,5,1.7,-1.4,0,2,Graduate
1,5,9085,1,0,0,20,6,15.16,5,15.47,157.9,5,3.2,1.69,0,2,Graduate
1,9,9853,0,0,0,20,0,0,1,11.09,112.6,11.4,3.1,-0.04,1,0,Dropout
1,6,9500,0,0,0,26,1,11.6,1,10.75,184.1,9.3,0.5,-0.18,1,0,Dropout
1,4,9670,1,0,0,21,4,10.11,5,16.91,174.5,7.2,2.7,-1.35,0,2,Graduate
1,4,9670,1,0,0,23,5,10.57,6,10.02,169.6,11.5,3.1,0.94,0,1,Enrolled
1,18,9991,1,0,1,28,3,11.28,1,12.66,125.3,8.8,3.3,0.17,1,0,Dropout
1,9,9773,1,0,0,23,6,10.76,6,11.05,100.7,9,1,0.97,0,2,Graduate
1,14,9238,0,0,0,26,2,10.4,2,10.98,176.6,5.1,1.5,-0.51,1,0,Dropout
1,6,9119,0,0,0,19,0,0,1,11.73,113.1,11.4,0.9,-1.68,1,0,Dropout
2,14,9556,1,0,0,20,4,14.93,4,13.03,166.4,6.7,2.9,0.63,0,1,Enrolled
1,2,8014,1,1,0,19,6,15.31,5,11.91,173.2,4.1,0.8,0.02,0,2,Graduate
1,5,8014,1,0,0,25,1,10.42,2,12.29,146.9,5.2,2.1,-0.49,1,0,Dropout
1,18,33,1,0,1,21,4,14.32,5,13.18,149.1,11.2,3.3,1.53,0,2,Graduate
1,6,9147,1,0,1,29,1,11.78,1,11.69,101.3,9.5,1,0.02,1,0,Dropout
1,13,33,1,0,0,23,6,10.91,5,16.89,156.3,10.3,1.2,-0.01,0,1,Enrolled
1,16,9070,1,0,1,21,0,0,1,10.29,157.4,11,3,2.16,1,0,Dropout
1,3,9003,1,0,0,19,6,12.82,6,13.64,109.6,8.1,2.2,1.55,0,2,Graduate
1,3,9254,1,0,0,22,3,10.05,2,11.52,159.3,10.9,3,-1.65,1,0,Dropout
1,3,9853,1,0,1,18,4,10.49,6,10.59,184.2,5.8,1.9,-0.94,0,1,Enrolled
2,18,9853,1,0,1,25,2,12.35,0,0,145.9,8.4,1.6,2.13,1,0,Dropout
1,14,9254,1,0,0,23,5,11.21,6,12.14,136.9,10.6,3.2,-1.55,0,2,Graduate
1,1,33,1,0,0,19,4,16.06,4,14.95,167.4,5.1,2.9,-0.03,0,2,Graduate
1,13,9147,1,0,0,18,5,12.77,4,12.5,146.9,8.3,2.1,-0.65,0,2,Graduate
1,11,9500,1,1,0,22,6,11.45,4,13.02,149,5.4,1.9,1.41,0,1,Enrolled
1,15,9003,1,1,0,23,5,11.17,4,10.67,172.6,7.1,2.8,2.26,0,1,Enrolled
1,12,9147,1,0,0,23,6,16.07,6,10.44,129.9,4.3,1.5,-0.27,0,2,Graduate
1,11,9254,1,1,0,19,6,13.62,6,10.67,118.2,7.7,2.3,-1.3,0,1,Enrolled
1,14,9500,1,1,1,19,4,16.55,5,11.27,160.9,8.4,2.9,-1.45,0,2,Graduate
1,1,9853,1,1,0,18,5,13.11,5,13.99,130.7,7.4,1.1,-1.7,0,2,Graduate
1,11,9853,0,0,1,28,0,0,0,0,174.3,6.1,0.8,1.77,1,0,Dropout
1,13,9670,1,1,1,20,1,10.32,2,10.94,176.4,7.6,2.8,2.11,1,0,Dropout
2,10,9119,1,1,0,18,6,13.53,4,12.17,101.7,6.4,0.5,-0.41,0,1,Enrolled
